ID,Fullname,City
1697,Eox Xoe,Gaza
1698,Eox Xoe,Chengdu
1699,Eox Xoe,Ibiza
1700,Eox Xoe,Busan
1701,Eox Xoe,Rochester
1702,Eox Xoe,Port-au-Prince
1703,Eox Xoe,Manama
1704,Eox Xoe,Geneva
1705,Eox Xoe,Kano
1706,Eox Xoe,Amritsar
1707,Eox Xoe,Edmonton
1708,Eox Xoe,Osaka
1709,Eox Xoe,Santa Cruz de la Sierra
1710,Eox Xoe,Ushuaia
1711,Eox Xoe,Nagoya
1712,Eox Xoe,Pristina
1713,Eox Xoe,Port Moresby
1714,Eox Xoe,San Juan
1715,Eox Xoe,Nagoya
1716,Eox Xoe,Sri Jayawardenapura-Kotte
1717,Eox Xoe,Kunming
1718,Eox Xoe,Jakarta
1719,Eox Xoe,Shanghai
1720,Eox Xoe,Memphis
1721,Eox Xoe,Lomé
1722,Eox Xoe,Bishkek
1723,Eox Xoe,Ottawa
1724,Eox Xoe,Labasa
1725,Eox Xoe,Campo Grande
1726,Eox Xoe,Khartoum
1727,Eox Xoe,Sacramento
1728,Eox Xoe,Düsseldorf
1729,Eox Xoe,Kraków
1730,Eox Xoe,Chaguanas
1731,Eox Xoe,Vatican City
1732,Eox Xoe,Kinshasa
1733,Eox Xoe,Douala
1734,Eox Xoe,Brikama
1735,Eox Xoe,Dallas
1736,Eox Xoe,Veracruz
1737,Eox Xoe,Skopje
1738,Eox Xoe,Sitka
1739,Eox Xoe,San Juan
1740,Eox Xoe,Dublin
1741,Eox Xoe,Dar es Salaam
1742,Eox Xoe,Paris
1743,Eox Xoe,Boston
1744,Eox Xoe,Shenzhen
1745,Eox Xoe,Ouagadougou
1746,Eox Xoe,Phuket (city)
1747,Eox Xoe,Beijing
1748,Eox Xoe,Lanzhou
1749,Eox Xoe,Paramaribo
1750,Eox Xoe,Caracas
1751,Eox Xoe,Antananarivo
1752,Eox Xoe,Virginia Beach
1753,Eox Xoe,Simferopol
1754,Eox Xoe,Yamoussoukro
1755,Eox Xoe,Ciudad del Este
1756,Eox Xoe,Jayapura
1757,Eox Xoe,Hanga Roa
1758,Eox Xoe,Brikama
1759,Eox Xoe,Kinshasa
1760,Eox Xoe,Kota Kinabalu
1761,Eox Xoe,Kharkiv
1762,Eox Xoe,Kaohsiung
1763,Eox Xoe,Pretoria
1764,Eox Xoe,Alor Star
1765,Eox Xoe,Khartoum
1766,Eox Xoe,Tartu
1767,Eox Xoe,Konya
1768,Eox Xoe,Iqaluit
1769,Eox Xoe,Cuiabá
1770,Eox Xoe,Birmingham
1771,Eox Xoe,Belém
1772,Eox Xoe,Miami
1773,Eox Xoe,Mbabane
1774,Eox Xoe,Fairbanks
1775,Eox Xoe,Ashgabat
1776,Eox Xoe,Nanning
1777,Eox Xoe,Phnom Penh
1778,Eox Xoe,Adana
1779,Eox Xoe,Austin
1780,Eox Xoe,Nicosia
1781,Eox Xoe,Monrovia
1782,Eox Xoe,Atlanta
1783,Eox Xoe,Adelaide
1784,Eox Xoe,Mecca
1785,Eox Xoe,Guwahati
1786,Eox Xoe,South Tarawa
1787,Eox Xoe,Banjul
1788,Eox Xoe,Brussels
1789,Eox Xoe,Hong Kong
1790,Eox Xoe,Tampa
1791,Eox Xoe,Palembang
1792,Eox Xoe,Jersey City
1793,Eox Xoe,Nashville
1794,Eox Xoe,Pattaya
1795,Eox Xoe,Linz
1796,Eox Xoe,Baltimore
1797,Eox Xoe,Durango
1798,Eox Xoe,Seattle
1799,Eox Xoe,Palikir
1800,Eox Xoe,Blantyre
1801,Eox Xoe,Marseille
1802,Eox Xoe,Mumbai
1803,Eox Xoe,Tampa
1804,Eox Xoe,Sarajevo
1805,Eox Xoe,Yellowknife
1806,Eox Xoe,Bilbao
1807,Eox Xoe,Monrovia
1808,Eox Xoe,Yokohama
1809,Eox Xoe,Campinas
1810,Eox Xoe,Kobe
1811,Eox Xoe,Port Moresby
1812,Eox Xoe,Cayenne
1813,Eox Xoe,Kawasaki
1814,Eox Xoe,Kiev
1815,Eox Xoe,San Fernando
1816,Eox Xoe,Leipzig
1817,Eox Xoe,Harbin
1818,Eox Xoe,Reykjavík
1819,Eox Xoe,Minneapolis
1820,Eox Xoe,Pretoria
1821,Eox Xoe,Riga
1822,Eox Xoe,Asmara
1823,Eox Xoe,Leeds
1824,Eox Xoe,Saint Petersburg
1825,Eox Xoe,Leipzig
1826,Eox Xoe,Wichita
1827,Eox Xoe,Bilbao
1828,Eox Xoe,Zürich
1829,Eox Xoe,Johannesburg
1830,Eox Xoe,Chiang Mai
1831,Eox Xoe,Milwaukee
1832,Eox Xoe,Banjul
1833,Eox Xoe,Shenyang
1834,Eox Xoe,Agartala
1835,Eox Xoe,Montevideo
1836,Eox Xoe,Bishkek
1837,Eox Xoe,Oslo
1838,Eox Xoe,Miami
1839,Eox Xoe,Novosibirsk
1840,Eox Xoe,Pattaya
1841,Eox Xoe,Tampere
1842,Eox Xoe,Hat Yai
1843,Eox Xoe,Santa Cruz de Tenerife
1844,Eox Xoe,Ürümqi
1845,Eox Xoe,Split (city)
1846,Eox Xoe,Nanning
1847,Eox Xoe,Nairobi
1848,Eox Xoe,Karachi
1849,Eox Xoe,Gangtok
1850,Eox Xoe,Banjul
1851,Eox Xoe,Riverside
1852,Eox Xoe,Baltimore
1853,Eox Xoe,Tirana
1854,Eox Xoe,Dallas
1855,Eox Xoe,Sukhumi
1856,Eox Xoe,Virginia Beach
1857,Eox Xoe,Norilsk
1858,Eox Xoe,Tel Aviv
1859,Eox Xoe,New Delhi
1860,Eox Xoe,Gdańsk
1861,Eox Xoe,Valparaíso
1862,Eox Xoe,Jayapura
1863,Eox Xoe,Madrid
1864,Eox Xoe,Riga
1865,Eox Xoe,Abu Dhabi
1866,Eox Xoe,Padang
1867,Eox Xoe,Edmonton
1868,Eox Xoe,Greenwich
1869,Eox Xoe,Malé
1870,Eox Xoe,Calgary
1871,Eox Xoe,Ottawa
1872,Eox Xoe,Vladivostok
1873,Eox Xoe,Osaka
1874,Eox Xoe,Las Palmas de Gran Canaria
1875,Eox Xoe,Tirana
1876,Eox Xoe,Innsbruck
1877,Eox Xoe,Hamilton
1878,Eox Xoe,Thessaloniki
1879,Eox Xoe,Charlotte
1880,Eox Xoe,Francistown
1881,Eox Xoe,Nagpur
1882,Eox Xoe,Jamestown
1883,Eox Xoe,Assis
1884,Eox Xoe,Lisbon
1885,Eox Xoe,Hiroshima
1886,Eox Xoe,Nanjing
1887,Eox Xoe,Ilhéus
1888,Eox Xoe,Nouméa
1889,Eox Xoe,Conakry
1890,Eox Xoe,Namangan
1891,Eox Xoe,Medan
1892,Eox Xoe,Zhengzhou
1893,Eox Xoe,Lomé
1894,Eox Xoe,Srinagar
1895,Eox Xoe,Canberra
1896,Eox Xoe,Columbus
1897,Eox Xoe,Stockholm
1898,Eox Xoe,Dibrugarh
1899,Eox Xoe,Fukuoka
1900,Eox Xoe,Antananarivo
1901,Eox Xoe,Quezon City
1902,Eox Xoe,Thiès
1903,Eox Xoe,Taiyuan
1904,Eox Xoe,Tirana
1905,Eox Xoe,Port Vila
1906,Eox Xoe,Maracaibo
1907,Eox Xoe,Kharkiv
1908,Eox Xoe,Sapporo
1909,Eox Xoe,George Town
1910,Eox Xoe,Sabha
1911,Eox Xoe,Mashhad
1912,Eox Xoe,Bridgetown
1913,Eox Xoe,Francistown
1914,Eox Xoe,Belmopan
1915,Eox Xoe,Andorra la Vella
1916,Eox Xoe,Jeddah
1917,Eox Xoe,Tegucigalpa
1918,Eox Xoe,Oslo
1919,Eox Xoe,Ottawa
1920,Eox Xoe,Lyon
1921,Eox Xoe,Oslo
1922,Eox Xoe,Ipoh
1923,Eox Xoe,Ushuaia
1924,Eox Xoe,Cayenne
1925,Eox Xoe,Pretoria
1926,Eox Xoe,Aberdeen
1927,Eox Xoe,Albuquerque
1928,Eox Xoe,Berlin
1929,Eox Xoe,Guwahati
1930,Eox Xoe,Veracruz
1931,Eox Xoe,Balikpapan
1932,Eox Xoe,Fort-de-France
1933,Eox Xoe,Cusco
1934,Eox Xoe,Nice
1935,Eox Xoe,São Paulo
1936,Eox Xoe,Bursa
1937,Eox Xoe,Malmö
1938,Eox Xoe,Sacramento
1939,Eox Xoe,Chongqing
1940,Eox Xoe,Jayapura
1941,Eox Xoe,Santo Domingo
1942,Eox Xoe,Samara
1943,Eox Xoe,Srinagar
1944,Eox Xoe,Peshawar
1945,Eox Xoe,Ankara
1946,Eox Xoe,Bangui
1947,Eox Xoe,Paramaribo
1948,Eox Xoe,Kandy
1949,Eox Xoe,Gdańsk
1950,Eox Xoe,Daegu
1951,Eox Xoe,Campo Grande
1952,Eox Xoe,Kobe
1953,Eox Xoe,Memphis
1954,Eox Xoe,Konya
1955,Eox Xoe,Bratsk
1956,Eox Xoe,Bandung
1957,Eox Xoe,Port Blair
1958,Eox Xoe,Accra
1959,Eox Xoe,Durango
1960,Eox Xoe,Cayenne
1961,Eox Xoe,Dubai
1962,Eox Xoe,Riyadh
1963,Eox Xoe,Bahía Blanca
1964,Eox Xoe,Karachi
1965,Eox Xoe,Fredericton
1966,Eox Xoe,Dammam
1967,Eox Xoe,Hong Kong
1968,Eox Xoe,Copenhagen
1969,Eox Xoe,Fort-de-France
1970,Eox Xoe,Kiev
1971,Eox Xoe,New York City
1972,Eox Xoe,Perth
1973,Eox Xoe,Aarhus
1974,Eox Xoe,Minneapolis
1975,Eox Xoe,Córdoba
1976,Eox Xoe,Chittagong
1977,Eox Xoe,Birmingham
1978,Eox Xoe,Ürümqi
1979,Eox Xoe,Vancouver
1980,Eox Xoe,Malé
1981,Eox Xoe,Frankfurt
1982,Eox Xoe,Rockhampton
1983,Eox Xoe,Birkirkara
1984,Eox Xoe,Chihuahua
1985,Eox Xoe,Ashgabat
1986,Eox Xoe,Newcastle
1987,Eox Xoe,Córdoba
1988,Eox Xoe,Freetown
1989,Eox Xoe,Memphis
1990,Eox Xoe,Cannes
1991,Eox Xoe,Dresden
1992,Eox Xoe,Fort-de-France
1993,Eox Xoe,Shanghai
1994,Eox Xoe,Valletta
1995,Eox Xoe,Praia
1996,Eox Xoe,New Orleans
1997,Eox Xoe,Caracas
1998,Eox Xoe,Jayapura
1999,Eox Xoe,Birmingham
2000,Eox Xoe,Minsk
2001,Eox Xoe,Stepanakert
2002,Eox Xoe,Petropavlovsk-Kamchatsky
2003,Eox Xoe,Prague
2004,Eox Xoe,Freetown
2005,Eox Xoe,Tashkent
2006,Eox Xoe,Yaoundé
2007,Eox Xoe,Guangzhou
2008,Eox Xoe,Shillong
2009,Eox Xoe,Arequipa
2010,Eox Xoe,Puerto Williams
2011,Eox Xoe,Gaziantep
2012,Eox Xoe,Washington
2013,Eox Xoe,Singapore
2014,Eox Xoe,Bucharest
2015,Eox Xoe,Nouméa
2016,Eox Xoe,Regina
2017,Eox Xoe,Alor Star
2018,Eox Xoe,São Tomé
2019,Eox Xoe,Managua
2020,Eox Xoe,Bulawayo
2021,Eox Xoe,Veracruz
2022,Eox Xoe,Xining
2023,Eox Xoe,Novosibirsk
2024,Eox Xoe,Khartoum
2025,Eox Xoe,Lucknow
2026,Eox Xoe,Philadelphia
2027,Eox Xoe,Helsinki
2028,Eox Xoe,Shenzhen
2029,Eox Xoe,Kawasaki
2030,Eox Xoe,Dibrugarh
2031,Eox Xoe,Luxor
2032,Eox Xoe,Jerusalem
2033,Eox Xoe,Townsville
2034,Eox Xoe,Ciudad del Este
2035,Eox Xoe,Anchorage
2036,Eox Xoe,Oslo
2037,Eox Xoe,Xining
2038,Eox Xoe,New Orleans
2039,Eox Xoe,Bogotá
2040,Eox Xoe,Kanpur
2041,Eox Xoe,Macapá
2042,Eox Xoe,Asmara
2043,Eox Xoe,Bissau
2044,Eox Xoe,Ljubljana
2045,Eox Xoe,Khartoum
2046,Eox Xoe,Manama
2047,Eox Xoe,Iquique
2048,Eox Xoe,Sucre
2049,Eox Xoe,Reykjavík
2050,Eox Xoe,Jamestown
2051,Eox Xoe,Iquique
2052,Eox Xoe,Vienna
2053,Eox Xoe,Kolkata
2054,Eox Xoe,Puerto Williams
2055,Eox Xoe,Algiers
2056,Eox Xoe,Ahmedabad
2057,Eox Xoe,Banda Aceh
2058,Eox Xoe,Shillong
2059,Eox Xoe,Berlin
2060,Eox Xoe,Simferopol
2061,Eox Xoe,Hilo
2062,Eox Xoe,Guangzhou
2063,Eox Xoe,Hyderabad
2064,Eox Xoe,Antwerp
2065,Eox Xoe,Stanley
2066,Eox Xoe,City of San Marino
2067,Eox Xoe,Chişinău
2068,Eox Xoe,Cork (city)
2069,Eox Xoe,Vitória
2070,Eox Xoe,Cairns
2071,Eox Xoe,New Delhi
2072,Eox Xoe,Seville
2073,Eox Xoe,Baku
2074,Eox Xoe,South Tarawa
2075,Eox Xoe,Huế
2076,Eox Xoe,Skopje
2077,Eox Xoe,Bangkok
2078,Eox Xoe,Honiara
2079,Eox Xoe,Panama City
2080,Eox Xoe,Makati City
2081,Eox Xoe,Regina
2082,Eox Xoe,Paris
2083,Eox Xoe,Hangzhou
2084,Eox Xoe,Málaga
2085,Eox Xoe,Brasília
2086,Eox Xoe,Yogyakarta (city)
2087,Eox Xoe,Gold Coast
2088,Eox Xoe,Calgary
2089,Eox Xoe,Patna
2090,Eox Xoe,Miri
2091,Eox Xoe,Peshawar
2092,Eox Xoe,Taiyuan
2093,Eox Xoe,Las Palmas de Gran Canaria
2094,Eox Xoe,Kuala Lumpur
2095,Eox Xoe,Pristina
2096,Eox Xoe,Kawasaki
2097,Eox Xoe,Vilnius
2098,Eox Xoe,Kuching
2099,Eox Xoe,Chittagong
2100,Eox Xoe,Nagoya
2101,Eox Xoe,Phnom Penh
2102,Eox Xoe,Philadelphia
2103,Eox Xoe,Cartagena
2104,Eox Xoe,Podgorica
2105,Eox Xoe,Tijuana
2106,Eox Xoe,Austin
2107,Eox Xoe,Montevideo
2108,Eox Xoe,Zagreb
2109,Eox Xoe,Cartagena
2110,Eox Xoe,Okinawa
2111,Eox Xoe,Budapest
2112,Eox Xoe,Riverside
2113,Eox Xoe,Nuuk
2114,Eox Xoe,Linz
2115,Eox Xoe,Cardiff
2116,Eox Xoe,Jamestown
2117,Eox Xoe,Port-au-Prince
2118,Eox Xoe,Lviv
2119,Eox Xoe,Cannes
2120,Eox Xoe,Alexandria
2121,Eox Xoe,Oklahoma City
2122,Eox Xoe,Port Vila
2123,Eox Xoe,Marseille
2124,Eox Xoe,Cali
2125,Eox Xoe,Chişinău
2126,Eox Xoe,Kingstown
2127,Eox Xoe,Tallinn
2128,Eox Xoe,Wellington
2129,Eox Xoe,Porto Velho
2130,Eox Xoe,Seville
2131,Eox Xoe,Skopje
2132,Eox Xoe,Manchester
2133,Eox Xoe,Chişinău
2134,Eox Xoe,Siem Reap
2135,Eox Xoe,Malacca Town
2136,Eox Xoe,Shanghai
2137,Eox Xoe,Milwaukee
2138,Eox Xoe,Weno
2139,Eox Xoe,Stuttgart
2140,Eox Xoe,Palembang
2141,Eox Xoe,Blantyre
2142,Eox Xoe,Palikir
2143,Eox Xoe,Cebu City
2144,Eox Xoe,Makati City
2145,Eox Xoe,Darwin
2146,Eox Xoe,Lanzhou
2147,Eox Xoe,Baltimore
2148,Eox Xoe,Bishkek
2149,Eox Xoe,Beijing
2150,Eox Xoe,San Diego
2151,Eox Xoe,Dunedin
2152,Eox Xoe,Iqaluit
2153,Eox Xoe,Longyearbyen
2154,Eox Xoe,Namangan
2155,Eox Xoe,Nouakchott
2156,Eox Xoe,Luxembourg (city)
2157,Eox Xoe,Warsaw
2158,Eox Xoe,Da Nang
2159,Eox Xoe,Montreal
2160,Eox Xoe,Tegucigalpa
2161,Eox Xoe,Louisville
2162,Eox Xoe,Calama
2163,Eox Xoe,Ürümqi
2164,Eox Xoe,Belmopan
2165,Eox Xoe,Ahmedabad
2166,Eox Xoe,Belize City
2167,Eox Xoe,Cork (city)
2168,Eox Xoe,Baku
2169,Eox Xoe,Udon Thani
2170,Eox Xoe,Calama
2171,Eox Xoe,City of Halifax
2172,Eox Xoe,Tokyo
2173,Eox Xoe,Chongjin
2174,Eox Xoe,Turin
2175,Eox Xoe,Kaesong
2176,Eox Xoe,Seville
2177,Eox Xoe,Bogor
2178,Eox Xoe,Nicosia
2179,Eox Xoe,Puebla
2180,Eox Xoe,Wellington
2181,Eox Xoe,Las Vegas
2182,Eox Xoe,Kota Kinabalu
2183,Eox Xoe,Hanoi
2184,Eox Xoe,Harare
2185,Eox Xoe,Suva
2186,Eox Xoe,Kandahar
2187,Eox Xoe,Weno
2188,Eox Xoe,Dibrugarh
2189,Eox Xoe,Hai Phong
2190,Eox Xoe,Medan
2191,Eox Xoe,Nicosia
2192,Eox Xoe,Veracruz
2193,Eox Xoe,Thiès
2194,Eox Xoe,Nicosia
2195,Eox Xoe,San Salvador
2196,Eox Xoe,Lilongwe
2197,Eox Xoe,Charlotte
2198,Eox Xoe,Ambon
2199,Eox Xoe,Paramaribo
2200,Eox Xoe,Amsterdam
2201,Eox Xoe,Maseru
2202,Eox Xoe,Avarua
2203,Eox Xoe,Asunción
2204,Eox Xoe,Astana
2205,Eox Xoe,Boston
2206,Eox Xoe,Lyon
2207,Eox Xoe,Belfast
2208,Eox Xoe,Macau
2209,Eox Xoe,Albuquerque
2210,Eox Xoe,Quito
2211,Eox Xoe,Guatemala City
2212,Eox Xoe,Milan
2213,Eox Xoe,Port Elizabeth
2214,Eox Xoe,Novosibirsk
2215,Eox Xoe,Nouméa
2216,Eox Xoe,Baghdad
2217,Eox Xoe,Mexicali
2218,Eox Xoe,Omsk
2219,Eox Xoe,Simferopol
2220,Eox Xoe,Conakry
2221,Eox Xoe,Edinburgh
2222,Eox Xoe,Mecca
2223,Eox Xoe,Raleigh
2224,Eox Xoe,Wuhan
2225,Eox Xoe,Yakutsk
2226,Eox Xoe,Ponta Delgada
2227,Eox Xoe,Hamilton
2228,Eox Xoe,Austin
2229,Eox Xoe,Amman
2230,Eox Xoe,Shigatse
2231,Eox Xoe,Makati City
2232,Eox Xoe,Regina
2233,Eox Xoe,Concepción
2234,Eox Xoe,Ottawa
2235,Eox Xoe,Munich
2236,Eox Xoe,Riga
2237,Eox Xoe,Lyon
2238,Eox Xoe,Malacca Town
2239,Eox Xoe,Perth
2240,Eox Xoe,Tiraspol
2241,Eox Xoe,Apia
2242,Eox Xoe,Kigali
2243,Eox Xoe,Cuiabá
2244,Eox Xoe,Yangon
2245,Eox Xoe,Guangzhou
2246,Eox Xoe,Tianjin
2247,Eox Xoe,Riverside
2248,Eox Xoe,San Carlos de Bariloche
2249,Eox Xoe,Norilsk
2250,Eox Xoe,Kuala Lumpur
2251,Eox Xoe,Handan
2252,Eox Xoe,Abu Dhabi
2253,Eox Xoe,Mérida
2254,Eox Xoe,Astana
2255,Eox Xoe,Liverpool
2256,Eox Xoe,Padang
2257,Eox Xoe,Chengdu
2258,Eox Xoe,Stanley
2259,Eox Xoe,Ludhiana
2260,Eox Xoe,Sana'a
2261,Eox Xoe,Mata-Utu
2262,Eox Xoe,Amritsar
2263,Eox Xoe,Seoul
2264,Eox Xoe,Nouméa
2265,Eox Xoe,Hanga Roa
2266,Eox Xoe,Kyoto
2267,Eox Xoe,Asmara
2268,Eox Xoe,Brasília
2269,Eox Xoe,George Town
2270,Eox Xoe,Hanga Roa
2271,Eox Xoe,Dili
2272,Eox Xoe,Naypyidaw
2273,Eox Xoe,Douala
2274,Eox Xoe,Koror
2275,Eox Xoe,Batticaloa
2276,Eox Xoe,Colombo
2277,Eox Xoe,Ankara
2278,Eox Xoe,Santo Domingo
2279,Eox Xoe,Lobamba
2280,Eox Xoe,Oslo
2281,Eox Xoe,Los Angeles
2282,Eox Xoe,St. George's
2283,Eox Xoe,Veracruz
2284,Eox Xoe,Jamestown
2285,Eox Xoe,Nagoya
2286,Eox Xoe,Mashhad
2287,Eox Xoe,Surat Thani
2288,Eox Xoe,Kano
2289,Eox Xoe,Phuket (city)
2290,Eox Xoe,Prague
2291,Eox Xoe,Boa Vista
2292,Eox Xoe,Milan
2293,Eox Xoe,Kawasaki
2294,Eox Xoe,Ibiza
2295,Eox Xoe,Bergen
2296,Eox Xoe,Antwerp
2297,Eox Xoe,Mashhad
2298,Eox Xoe,Damascus
2299,Eox Xoe,Omdurman
2300,Eox Xoe,Iloilo City
2301,Eox Xoe,Ouagadougou
2302,Eox Xoe,Funafuti
2303,Eox Xoe,Zanzibar City
2304,Eox Xoe,Belmopan
2305,Eox Xoe,Montreal
2306,Eox Xoe,Makati City
2307,Eox Xoe,Andorra la Vella
2308,Eox Xoe,Zhengzhou
2309,Eox Xoe,Thiès
2310,Eox Xoe,Kiev
2311,Eox Xoe,Karachi
2312,Eox Xoe,Sydney
2313,Eox Xoe,Da Nang
2314,Eox Xoe,Hat Yai
2315,Eox Xoe,Minneapolis
2316,Eox Xoe,Seoul
2317,Eox Xoe,Turin
2318,Eox Xoe,Bern
2319,Eox Xoe,Ulan Bator
2320,Eox Xoe,Veracruz
2321,Eox Xoe,Jerusalem
2322,Eox Xoe,St. George's
2323,Eox Xoe,Prague
2324,Eox Xoe,Saint-Denis
2325,Eox Xoe,Wollongong
2326,Eox Xoe,Huế
2327,Eox Xoe,Kota Kinabalu
2328,Eox Xoe,Hamilton
2329,Eox Xoe,Belize City
2330,Eox Xoe,Surat
2331,Eox Xoe,Islamabad
2332,Eox Xoe,Manaus
2333,Eox Xoe,Djibouti (city)
2334,Eox Xoe,Cologne
2335,Eox Xoe,Saint Petersburg
2336,Eox Xoe,Ludhiana
2337,Eox Xoe,Pristina
2338,Eox Xoe,Chengdu
2339,Eox Xoe,Ndola
2340,Eox Xoe,Yogyakarta (city)
2341,Eox Xoe,Tel Aviv
2342,Eox Xoe,Basse-Terre
2343,Eox Xoe,Berlin
2344,Eox Xoe,Cleveland
2345,Eox Xoe,Brikama
2346,Eox Xoe,Roseau
2347,Eox Xoe,Buenos Aires
2348,Eox Xoe,Avarua
2349,Eox Xoe,Forked River
2350,Eox Xoe,Sitka
2351,Eox Xoe,Cusco
2352,Eox Xoe,Kota Kinabalu
2353,Eox Xoe,Melbourne
2354,Eox Xoe,Gibraltar
2355,Eox Xoe,Reykjavík
2356,Eox Xoe,Simferopol
2357,Eox Xoe,Pekanbaru
2358,Eox Xoe,Mexicali
2359,Eox Xoe,Bishkek
2360,Eox Xoe,Perth
2361,Eox Xoe,Banda Aceh
2362,Eox Xoe,Port Louis
2363,Eox Xoe,Sacramento
2364,Eox Xoe,Gangtok
2365,Eox Xoe,Dubai
2366,Eox Xoe,Taiyuan
2367,Eox Xoe,Naples
2368,Eox Xoe,Tartu
2369,Eox Xoe,Mexico City
2370,Eox Xoe,Abuja
2371,Eox Xoe,Wonsan
2372,Eox Xoe,Lubumbashi
2373,Eox Xoe,Odessa
2374,Eox Xoe,Ibiza
2375,Eox Xoe,Strasbourg
2376,Eox Xoe,Labasa
2377,Eox Xoe,San Salvador
2378,Eox Xoe,Peshawar
2379,Eox Xoe,Palma
2380,Eox Xoe,Perm
2381,Eox Xoe,Stockholm
2382,Eox Xoe,Cuiabá
2383,Eox Xoe,Valdivia
2384,Eox Xoe,Cayenne
2385,Eox Xoe,Xining
2386,Eox Xoe,Rome
2387,Eox Xoe,Ipoh
2388,Eox Xoe,Guangzhou
2389,Eox Xoe,Kota Bharu
2390,Eox Xoe,Innsbruck
2391,Eox Xoe,La Paz
2392,Eox Xoe,Medan
2393,Eox Xoe,Dar es Salaam
2394,Eox Xoe,Tampa
2395,Eox Xoe,Osaka
2396,Eox Xoe,Gold Coast
2397,Eox Xoe,Manila
2398,Eox Xoe,Belém
2399,Eox Xoe,City of Halifax
2400,Eox Xoe,Nukuʻalofa
2401,Eox Xoe,Tamale
2402,Eox Xoe,Rabat
2403,Eox Xoe,Banda Aceh
2404,Eox Xoe,Salt Lake City
2405,Eox Xoe,Bucharest
2406,Eox Xoe,Nakhon Ratchasima
2407,Eox Xoe,Stepanakert
2408,Eox Xoe,Labasa
2409,Eox Xoe,Perm
2410,Eox Xoe,Suva
2411,Eox Xoe,Lucknow
2412,Eox Xoe,Suez
2413,Eox Xoe,Tokyo
2414,Eox Xoe,Livingstone
2415,Eox Xoe,Jakarta
2416,Eox Xoe,Kandahar
2417,Eox Xoe,Kawasaki
2418,Eox Xoe,Chongjin
2419,Eox Xoe,Patna
2420,Eox Xoe,Forked River
2421,Eox Xoe,Guatemala City
2422,Eox Xoe,Koror
2423,Eox Xoe,Miami
2424,Eox Xoe,Tórshavn
2425,Eox Xoe,Omsk
2426,Eox Xoe,Zhengzhou
2427,Eox Xoe,N'Djamena
2428,Eox Xoe,Hanga Roa
2429,Eox Xoe,Pekanbaru
2430,Eox Xoe,Leeds
2431,Eox Xoe,Alor Star
2432,Eox Xoe,Douglas
2433,Eox Xoe,Manzini
2434,Eox Xoe,Francistown
2435,Eox Xoe,Bangalore
2436,Eox Xoe,Campo Grande
2437,Eox Xoe,São José dos Campos
2438,Eox Xoe,Rosario
2439,Eox Xoe,Hamburg
2440,Eox Xoe,Banjul
2441,Eox Xoe,Antwerp
2442,Eox Xoe,Manaus
2443,Eox Xoe,Dili
2444,Eox Xoe,Dubai
2445,Eox Xoe,Vitória
2446,Eox Xoe,Ponta Delgada
2447,Eox Xoe,Anchorage
2448,Eox Xoe,Abu Dhabi
2449,Eox Xoe,Shijiazhuang
2450,Eox Xoe,Bahía Blanca
2451,Eox Xoe,Astana
2452,Eox Xoe,Bujumbura
2453,Eox Xoe,Veracruz
2454,Eox Xoe,Lilongwe
2455,Eox Xoe,Charlottetown
2456,Eox Xoe,Wollongong
2457,Eox Xoe,Tucson
2458,Eox Xoe,Cusco
2459,Eox Xoe,Handan
2460,Eox Xoe,Canberra
2461,Eox Xoe,Detroit
2462,Eox Xoe,Nagoya
2463,Eox Xoe,Perth
2464,Eox Xoe,Ponta Delgada
2465,Eox Xoe,Stanley
2466,Eox Xoe,Los Angeles
2467,Eox Xoe,Sucre
2468,Eox Xoe,Guayaquil
2469,Eox Xoe,Sarajevo
2470,Eox Xoe,New York City
2471,Eox Xoe,Port-au-Prince
2472,Eox Xoe,Denpasar
2473,Eox Xoe,Kano
2474,Eox Xoe,Kathmandu
2475,Eox Xoe,Daegu
2476,Eox Xoe,Belém
2477,Eox Xoe,Honolulu
2478,Eox Xoe,Sapporo
2479,Eox Xoe,Dublin
2480,Eox Xoe,Siem Reap
2481,Eox Xoe,Jersey City
2482,Eox Xoe,Lanzhou
2483,Eox Xoe,Andorra la Vella
2484,Eox Xoe,Santo Domingo
2485,Eox Xoe,Adamstown
2486,Eox Xoe,Sacramento
2487,Eox Xoe,Belmopan
2488,Eox Xoe,Yamoussoukro
2489,Eox Xoe,Abu Dhabi
2490,Eox Xoe,Port Elizabeth
2491,Eox Xoe,Tucson
2492,Eox Xoe,Malé
2493,Eox Xoe,Davao City
2494,Eox Xoe,Budapest
2495,Eox Xoe,Majuro
2496,Eox Xoe,Angra do Heroísmo
2497,Eox Xoe,Washington
2498,Eox Xoe,Bogotá
2499,Eox Xoe,Nanning
2500,Eox Xoe,Minsk
2501,Eox Xoe,The Valley
2502,Eox Xoe,Rosario
2503,Eox Xoe,Stockholm
2504,Eox Xoe,Riyadh
2505,Eox Xoe,Iqaluit
2506,Eox Xoe,Douala
2507,Eox Xoe,Brisbane
2508,Eox Xoe,Manchester
2509,Eox Xoe,Tirana
2510,Eox Xoe,Phnom Penh
2511,Eox Xoe,Da Nang
2512,Eox Xoe,Cork (city)
2513,Eox Xoe,Barcelona
2514,Eox Xoe,Quebec City
2515,Eox Xoe,Manaus
2516,Eox Xoe,Lomé
2517,Eox Xoe,Malang
2518,Eox Xoe,Dresden
